2001,27.00,255
4002,27.00,255
6003,27.00,255
8004,26.75,255
10005,27.19,255
12006,27.12,255
14007,27.44,255
16008,27.25,255
18009,27.12,255
20011,27.25,255
22012,27.19,255
24013,27.19,255
26014,27.25,255
28015,27.37,255
30016,27.37,255
32017,27.25,255
34018,27.62,255
36019,31.56,255
38020,36.00,255
40022,41.31,255
42023,46.56,255
44024,50.63,255
46025,55.38,255
48026,58.38,255
50027,62.63,255
52028,66.69,255
54029,69.75,255
56030,72.75,255
58031,75.37,255
60032,79.00,255
62033,80.56,255
64034,83.37,255
66035,85.87,255
68036,87.44,255
70037,89.50,255
72038,91.75,255
74039,93.06,255
76040,94.12,255
78041,95.69,255
80043,98.31,255
82044,100.19,255
84045,102.06,255
86046,103.25,255
88047,105.44,255
90048,106.62,255
92049,107.06,255
94050,108.62,255
96051,109.50,255
98052,110.56,255
100054,112.06,255
102055,112.69,255
104056,113.94,255
106057,114.87,255
108058,115.44,255
110059,116.44,255
112060,116.50,255
114061,117.44,255
116062,118.94,255
118063,119.19,255
120064,119.06,255
122065,118.81,255
124066,120.19,255
126067,121.50,255
128068,122.00,255
130069,122.37,255
132070,125.12,255
134071,124.87,255
136072,124.50,255
138073,126.00,255
140075,126.94,255
142076,127.25,255
144077,126.87,255
146078,126.69,255
148079,126.87,255
150080,127.19,255
152081,127.12,255
154082,127.81,255
156083,127.81,255
158084,128.13,255
160086,129.00,255
162087,129.00,255
164088,129.44,255
166089,129.31,255
168090,129.56,255
170091,130.19,254
172092,130.56,252
174093,130.63,250
176094,130.94,248
178095,130.94,246
180096,133.44,244
182097,135.44,242
184098,133.56,240
186099,133.63,238
188100,133.69,236
190101,134.25,234
192102,134.44,232
194103,134.50,230
196104,135.25,228
198105,136.25,226
200107,136.44,224
202108,137.19,222
204109,136.88,220
206110,136.63,218
208111,137.38,216
210112,141.13,214
212113,139.94,212
214114,138.56,210
216115,139.06,208
218116,139.56,206
220118,140.50,204
222119,141.06,202
224120,141.38,200
226121,142.50,198
228122,142.00,196
230123,142.31,194
232124,143.13,192
234125,143.44,190
236126,142.88,188
238127,143.31,186
240128,143.81,184
242129,144.56,182
244130,144.81,180
246131,145.63,178
248132,145.75,176
250133,145.81,174
252134,146.56,172
254135,147.25,170
256136,148.13,168
258137,149.06,166
260139,148.38,164
262140,151.25,162
264141,153.13,160
266142,152.56,158
268143,152.38,156
270144,151.63,154
272145,151.63,152
274146,152.69,150
276147,153.50,148
278148,154.19,146
280150,155.56,144
282151,156.50,142
284152,156.63,140
286153,157.50,140
288154,160.06,140
290155,163.81,140
292156,169.81,140
294157,171.69,140
296158,171.38,140
298159,172.06,140
300160,182.69,140
302161,187.56,140
304162,187.44,140
306163,186.94,140
308164,185.81,140
310165,186.19,140
312166,186.44,140
314167,188.31,140
316168,193.94,140
318169,198.19,255
320171,198.50,255
322172,196.06,255
324173,184.75,255
326174,172.50,255
328175,160.06,255
330176,152.81,255
332177,149.50,255
334178,145.31,255
336179,136.63,255
338180,126.44,255
340182,123.37,255
342183,116.81,255
344184,114.19,255
346185,111.69,255
348186,108.12,255
350187,104.31,255
352188,101.00,255
354189,97.62,255
356190,93.94,255
358191,90.62,255
360192,87.25,255
362193,84.81,255
364194,82.75,255
366195,79.81,255
368196,76.81,255
370197,74.94,255
372198,71.87,255
374199,69.31,255
376200,67.62,255
378201,66.12,255
380203,64.12,255
382204,62.50,255
384205,60.56,255
386206,59.25,255
388207,57.94,255
390208,56.81,255
392209,55.63,255
394210,54.50,255
396211,52.94,255
398212,52.06,255
400214,51.19,255
402215,50.19,255
404216,49.44,255
406217,48.75,255
408218,47.94,255
410219,47.19,255
412220,46.44,255
414221,46.06,255
416222,45.50,255
418223,44.75,255
420224,44.06,255
422225,43.63,255
424226,43.19,255
426227,42.75,255
428228,42.38,255
430229,41.94,255
432230,41.56,255
434231,41.38,255
436232,41.06,255
438233,38.44,255
440235,36.50,255
442236,35.38,255
444237,34.63,255
446238,34.63,255
448239,34.19,255
